	lvl_1	lvl_2	lvl_3	lvl_4	lvl_5	lvl_6	lvl_7	lvl_8	lvl_9	lvl_10	lvl_11	lvl_12	lvl_13	lvl_14	lvl_15	lvl_16
-0.02101	-175.8793345	-175.7766865	-175.6806706	-175.6019019	-175.5698193	-175.6093508	-175.6911246	-175.7882278	-175.045058	-175.1421612	-175.2239348	-175.2634664	-175.2313838	-175.1526154	-175.0565995	-174.9539518
-0.02001	-175.8771332	-175.7745759	-175.6787729	-175.6005971	-175.5699339	-175.6107775	-175.6930646	-175.7903554	-175.0429307	-175.1402213	-175.2225082	-175.2633518	-175.2326886	-175.1545131	-175.05871	-174.9561531
-0.01901	-175.8749333	-175.7724681	-175.6768821	-175.5993129	-175.5700839	-175.6122216	-175.6950106	-175.7924852	-175.0408008	-175.1382752	-175.221064	-175.2632018	-175.2339728	-175.1564038	-175.0608178	-174.958353
-0.01801	-175.8727346	-175.7703632	-175.6749986	-175.5980496	-175.5702691	-175.613683	-175.6969624	-175.7946175	-175.0386687	-175.1363232	-175.219603	-175.2630166	-175.2352363	-175.1582873	-175.0629228	-174.9605517
-0.01701	-175.8705374	-175.768261	-175.6731225	-175.5968077	-175.5704896	-175.6151608	-175.6989201	-175.796752	-175.0365341	-175.1343658	-175.2181251	-175.2627961	-175.2364782	-175.1601634	-175.065025	-174.9627489
-0.01601	-175.8683414	-175.7661619	-175.6712539	-175.5955874	-175.5707451	-175.6166548	-175.7008835	-175.798889	-175.0343972	-175.1324025	-175.216631	-175.2625406	-175.2376982	-175.1620318	-175.0671241	-174.9649449
-0.01501	-175.8661468	-175.7640658	-175.6693931	-175.5943895	-175.5710354	-175.6181649	-175.7028525	-175.8010281	-175.0322578	-175.1304334	-175.2151209	-175.2622503	-175.2388962	-175.1638928	-175.0692202	-174.9671394
-0.01401	-175.8639537	-175.7619727	-175.6675403	-175.5932144	-175.5713603	-175.6196904	-175.7048268	-175.8031697	-175.0301164	-175.128459	-175.2135952	-175.2619254	-175.2400715	-175.1657457	-175.0713133	-174.9693326
-0.01301	-175.8617619	-175.7598826	-175.6656954	-175.5920623	-175.5717196	-175.6212314	-175.7068063	-175.8053133	-175.0279729	-175.1264796	-175.2120542	-175.2615661	-175.2412235	-175.1675904	-175.0734034	-174.9715243
-0.01201	-175.8595717	-175.7577956	-175.6638588	-175.5909337	-175.5721132	-175.6227872	-175.7087913	-175.8074591	-175.025827	-175.1244946	-175.2104985	-175.2611725	-175.2423518	-175.169427	-175.0754904	-174.9737145
-0.01101	-175.857383	-175.7557119	-175.6620307	-175.5898294	-175.5725407	-175.6243576	-175.7107813	-175.809607	-175.023679	-175.1225046	-175.2089282	-175.260745	-175.2434562	-175.1712551	-175.0775741	-174.9759033
-0.01001	-175.8551955	-175.7536317	-175.6602112	-175.5887498	-175.5730018	-175.6259421	-175.7127763	-175.8117572	-175.0215289	-175.1205096	-175.2073437	-175.2602839	-175.2445359	-175.1730748	-175.0796543	-174.9780907
-0.00901	-175.8530097	-175.7515547	-175.6584003	-175.587695	-175.5734963	-175.6275405	-175.7147764	-175.8139092	-175.0193769	-175.1185095	-175.2057452	-175.2597894	-175.2455908	-175.1748854	-175.0817313	-174.9802765
-0.00801	-175.8508254	-175.7494808	-175.6565988	-175.5866657	-175.5740238	-175.6291525	-175.7167811	-175.8160635	-175.0172228	-175.1165048	-175.2041331	-175.2592619	-175.2466201	-175.176687	-175.0838052	-174.9824607
-0.00701	-175.8486429	-175.7474105	-175.6548063	-175.5856624	-175.5745841	-175.6307779	-175.7187904	-175.8182195	-175.0150666	-175.1144955	-175.2025077	-175.2587016	-175.2476233	-175.1784794	-175.0858755	-174.9846435
-0.00601	-175.8464616	-175.7453439	-175.6530234	-175.5846853	-175.5751767	-175.6324164	-175.7208045	-175.8203777	-175.0129083	-175.1124814	-175.2008695	-175.258109	-175.2486003	-175.1802625	-175.0879421	-174.9868246
-0.00501	-175.8442821	-175.7432808	-175.6512499	-175.5837353	-175.5758012	-175.6340674	-175.7228232	-175.8225379	-175.0107483	-175.1104627	-175.1992184	-175.2574845	-175.2495504	-175.1820359	-175.0900052	-174.9890041
-0.00401	-175.8421042	-175.7412214	-175.6494866	-175.5828128	-175.5764575	-175.6357308	-175.7248462	-175.8246998	-175.0085864	-175.1084397	-175.197555	-175.2568282	-175.2504732	-175.1837992	-175.0920646	-174.9911819
-0.00301	-175.8399281	-175.7391655	-175.6477331	-175.5819177	-175.577145	-175.6374064	-175.7268737	-175.8268636	-175.0064224	-175.1064124	-175.1958794	-175.2561407	-175.251368	-175.1855527	-175.0941203	-174.9933582
-0.00201	-175.8377535	-175.7371137	-175.6459902	-175.581051	-175.5778633	-175.6390938	-175.7289053	-175.8290294	-175.0042568	-175.1043806	-175.194192	-175.2554224	-175.2522346	-175.1872956	-175.0961722	-174.9955327
-0.00101	-175.8355806	-175.7350657	-175.6442577	-175.580213	-175.578612	-175.6407928	-175.7309412	-175.831197	-175.0020894	-175.1023448	-175.192493	-175.2546739	-175.2530726	-175.1890281	-175.0982202	-174.9977056
-1e-05	-175.8334095	-175.7330217	-175.642536	-175.5794042	-175.5793906	-175.642503	-175.7329812	-175.8333662	-174.9999199	-175.1003048	-175.1907828	-175.2538951	-175.2538815	-175.1907498	-175.1002645	-174.9998767
0.00099	-175.83124	-175.7309815	-175.6408254	-175.5786248	-175.5801989	-175.6442246	-175.7350251	-175.8355372	-174.9977488	-175.0982608	-175.1890612	-175.2530867	-175.2546609	-175.1924604	-175.1023045	-175.002046
0.00199	-175.8290726	-175.7289455	-175.6391261	-175.5778756	-175.5810364	-175.6459568	-175.737073	-175.8377101	-174.9955762	-175.0962128	-175.187329	-175.2522492	-175.2554101	-175.1941597	-175.1043403	-175.0042136
0.00299	-175.8269068	-175.7269138	-175.6374386	-175.5771567	-175.5819026	-175.6476995	-175.739125	-175.8398846	-174.9934017	-175.0941609	-175.1855863	-175.2513832	-175.256129	-175.1958472	-175.1063721	-175.0063793
0.00399	-175.824743	-175.7248863	-175.6357626	-175.5764689	-175.5827971	-175.6494526	-175.7411806	-175.8420609	-174.9912253	-175.0921054	-175.1838332	-175.2504886	-175.256817	-175.1975232	-175.1083998	-175.0085433
0.00499	-175.8225809	-175.7228631	-175.634099	-175.575812	-175.5837191	-175.651216	-175.74324	-175.8442388	-174.9890474	-175.0900461	-175.1820698	-175.2495666	-175.2574737	-175.1991868	-175.1104229	-175.0107053
0.00599	-175.8204208	-175.7208443	-175.6324476	-175.5751868	-175.5846687	-175.652989	-175.7453031	-175.8464181	-174.9868681	-175.087983	-175.1802968	-175.248617	-175.2580989	-175.2008382	-175.1124415	-175.0128654
0.00699	-175.8182625	-175.7188302	-175.630809	-175.5745936	-175.585645	-175.6547718	-175.7473696	-175.8485992	-174.984687	-175.0859164	-175.1785141	-175.2476407	-175.2586921	-175.2024768	-175.1144557	-175.0150235
0.00799	-175.8161064	-175.7168206	-175.6291832	-175.5740328	-175.5866479	-175.6565639	-175.7494397	-175.850782	-174.9825042	-175.0838463	-175.1767219	-175.2466378	-175.2592529	-175.2041024	-175.1164653	-175.0171798
0.00899	-175.8139521	-175.7148159	-175.6275709	-175.5735048	-175.5876768	-175.6583655	-175.7515134	-175.8529663	-174.9803199	-175.0817726	-175.1749202	-175.2456091	-175.2597809	-175.2057149	-175.1184701	-175.019334
0.00999	-175.8117999	-175.7128157	-175.6259721	-175.5730098	-175.588731	-175.660176	-175.7535904	-175.8551519	-174.9781343	-175.0796956	-175.1731099	-175.2445547	-175.2602761	-175.2073136	-175.1204702	-175.0214862
0.01099	-175.8096499	-175.7108206	-175.6243873	-175.5725481	-175.5898103	-175.6619952	-175.7556707	-175.8573392	-174.975947	-175.0776153	-175.1712907	-175.2434754	-175.2607378	-175.2088985	-175.1224653	-175.0236363
0.01199	-175.8075018	-175.7088305	-175.6228166	-175.5721199	-175.5909141	-175.6638232	-175.7577542	-175.8595281	-174.9737581	-175.0755318	-175.1694626	-175.2423717	-175.2611658	-175.2104691	-175.1244554	-175.0257843
0.01299	-175.8053559	-175.7068456	-175.6212605	-175.5717257	-175.5920421	-175.6656595	-175.7598411	-175.8617184	-174.971568	-175.0734449	-175.1676262	-175.2412437	-175.2615598	-175.2120253	-175.1264403	-175.0279302
0.01399	-175.8032123	-175.7048657	-175.6197193	-175.5713658	-175.5931935	-175.6675042	-175.7619312	-175.8639099	-174.9693763	-175.0713548	-175.1657817	-175.2400921	-175.2619199	-175.2135666	-175.1284202	-175.0300737
0.01499	-175.8010709	-175.7028912	-175.6181933	-175.5710403	-175.5943683	-175.6693569	-175.7640242	-175.866103	-174.9671833	-175.0692618	-175.1639289	-175.2389173	-175.2622454	-175.2150926	-175.1303947	-175.0322152
0.01599	-175.7989315	-175.7009221	-175.6166828	-175.5707496	-175.5955658	-175.6712176	-175.7661202	-175.8682976	-174.9649886	-175.0671658	-175.1620682	-175.23772	-175.2625361	-175.2166029	-175.1323638	-175.0343546
0.01699	-175.7967944	-175.6989587	-175.6151883	-175.5704936	-175.5967855	-175.673086	-175.7682193	-175.8704935	-174.9627927	-175.0650667	-175.1601998	-175.2365004	-175.2627921	-175.2180975	-175.1343272	-175.0364917
0.01799	-175.7946598	-175.6970009	-175.6137101	-175.5702725	-175.598027	-175.674962	-175.7703214	-175.8726907	-174.9605954	-175.0629646	-175.158324	-175.2352587	-175.2630132	-175.2195755	-175.136285	-175.0386261
0.01899	-175.7925276	-175.6950489	-175.6122485	-175.5700865	-175.5992898	-175.6768452	-175.7724264	-175.8748894	-174.958397	-175.0608596	-175.1564408	-175.2339958	-175.2631992	-175.2210371	-175.138237	-175.0407585
0.01999	-175.7903978	-175.6931028	-175.6108041	-175.569936	-175.6005736	-175.6787356	-175.7745341	-175.8770893	-174.9561971	-175.0587519	-175.1545501	-175.232712	-175.2633497	-175.2224816	-175.1401831	-175.0428884
0.02099	-175.7882702	-175.6911627	-175.609377	-175.569821	-175.6018779	-175.6806334	-175.7766447	-175.8792906	-174.9539957	-175.0566415	-175.1526525	-175.2314078	-175.2634647	-175.2239088	-175.1421232	-175.0450157
0.02199	-175.7861453	-175.6892287	-175.6079678	-175.5697413	-175.6032023	-175.6825379	-175.7787579	-175.8814931	-174.9517932	-175.0545281	-175.1507479	-175.2300834	-175.2635444	-175.2253181	-175.144057	-175.0471407
0.02299	-175.7840229	-175.6873011	-175.6065767	-175.569697	-175.6045463	-175.6844493	-175.7808739	-175.8836968	-174.9495895	-175.0524122	-175.1488365	-175.2287394	-175.2635887	-175.226709	-175.1459848	-175.0492631
0.02399	-175.781903	-175.68538	-175.6052043	-175.5696885	-175.6059095	-175.6863673	-175.7829924	-175.8859018	-174.9473845	-175.0502936	-175.1469186	-175.2273762	-175.2635972	-175.2280815	-175.147906	-175.0513831
0.02499	-175.7797857	-175.6834653	-175.6038509	-175.5697156	-175.6072917	-175.6882919	-175.7851136	-175.8881083	-174.945178	-175.0481724	-175.1449942	-175.2259942	-175.2635701	-175.2294349	-175.1498205	-175.0535002
0.02599	-175.7776712	-175.6815574	-175.6025168	-175.5697781	-175.608692	-175.6902226	-175.7872374	-175.8903158	-174.9429705	-175.0460488	-175.1430633	-175.2245937	-175.2635076	-175.2307689	-175.1517283	-175.0556149
0.02699	-175.7755593	-175.6796564	-175.6012027	-175.5698761	-175.6101105	-175.6921598	-175.7893636	-175.8925245	-174.9407618	-175.0439225	-175.1411261	-175.2231753	-175.2634096	-175.2320831	-175.1536294	-175.0577266
0.02799	-175.7734501	-175.6777624	-175.5999089	-175.5700097	-175.6115464	-175.694103	-175.7914923	-175.8947343	-174.938552	-175.0417938	-175.1391829	-175.2217392	-175.263276	-175.2333769	-175.1555236	-175.0598358
0.02899	-175.7713438	-175.6758754	-175.5986357	-175.5701785	-175.6129998	-175.6960521	-175.7936235	-175.8969454	-174.9363411	-175.0396626	-175.1372338	-175.2202861	-175.2631072	-175.23465	-175.1574104	-175.0619421
0.02999	-175.7692404	-175.6739959	-175.5973836	-175.5703826	-175.6144699	-175.698007	-175.7957569	-175.8991575	-174.9341288	-175.0375292	-175.1352789	-175.2188159	-175.2629033	-175.2359019	-175.15929	-175.0640456
0.03099	-175.76714	-175.6721238	-175.5961533	-175.5706216	-175.6159565	-175.6999677	-175.7978927	-175.9013708	-174.9319154	-175.0353933	-175.1333182	-175.2173294	-175.2626641	-175.2371324	-175.161162	-175.0661462
0.03199	-175.7650423	-175.6702595	-175.5949451	-175.5708957	-175.6174591	-175.7019342	-175.8000308	-175.9035854	-174.929701	-175.0332551	-175.1313517	-175.2158266	-175.26239	-175.2383408	-175.1630265	-175.0682437
0.03299	-175.7629478	-175.6684027	-175.5937591	-175.5712045	-175.6189776	-175.703906	-175.8021713	-175.9058009	-174.9274854	-175.0311148	-175.1293799	-175.2143082	-175.2620811	-175.2395266	-175.1648831	-175.0703383
0.03399	-175.7608563	-175.6665541	-175.5925962	-175.571548	-175.6205115	-175.7058831	-175.804314	-175.9080176	-174.9252688	-175.0289722	-175.1274028	-175.2127743	-175.2617378	-175.2406894	-175.1667317	-175.0724297
0.03499	-175.7587679	-175.6647136	-175.5914567	-175.5719256	-175.6220603	-175.7078655	-175.8064587	-175.9102352	-174.923051	-175.0268274	-175.1254204	-175.2112255	-175.2613601	-175.2418289	-175.1685721	-175.0745181
0.03599	-175.7566826	-175.6628817	-175.5903413	-175.5723373	-175.6236238	-175.7098533	-175.8086058	-175.9124542	-174.9208323	-175.0246803	-175.1234326	-175.209662	-175.2609484	-175.2429446	-175.1704042	-175.0766034
0.03699	-175.7546009	-175.6610581	-175.5892498	-175.5727827	-175.6252018	-175.7118461	-175.8107548	-175.914674	-174.9186124	-175.0225313	-175.1214398	-175.208084	-175.260503	-175.2440359	-175.1722277	-175.0786852
0.03799	-175.7525221	-175.6592431	-175.5881834	-175.5732616	-175.6267939	-175.7138437	-175.8129059	-175.9168948	-174.9163916	-175.0203802	-175.1194422	-175.2064919	-175.2600241	-175.2451022	-175.1740427	-175.0807639
0.03899	-175.7504469	-175.6574372	-175.5871422	-175.573774	-175.6283997	-175.715846	-175.8150592	-175.9191167	-174.9141697	-175.0182269	-175.1174399	-175.2048861	-175.2595117	-175.2461435	-175.1758486	-175.0828391
0.03999	-175.7483749	-175.6556405	-175.5861268	-175.574319	-175.6300188	-175.7178533	-175.8172145	-175.9213397	-174.9119469	-175.0160716	-175.1154326	-175.2032668	-175.2589667	-175.247159	-175.1776453	-175.0849111
0.04099	-175.7463067	-175.6538532	-175.5851374	-175.5748965	-175.6316512	-175.7198653	-175.8193717	-175.9235634	-174.909723	-175.0139144	-175.1134206	-175.2016346	-175.2583892	-175.2481483	-175.1794326	-175.0869793
0.04199	-175.7442418	-175.6520753	-175.5841748	-175.5755062	-175.6332963	-175.721882	-175.8215309	-175.9257882	-174.9074981	-175.0117552	-175.1114041	-175.1999896	-175.2577795	-175.2491109	-175.1812105	-175.089044
0.04299	-175.7421806	-175.6503071	-175.5832393	-175.5761478	-175.6349541	-175.7239029	-175.823692	-175.9280142	-174.9052721	-175.0095943	-175.109383	-175.1983318	-175.2571379	-175.2500466	-175.1829787	-175.0911052
0.04399	-175.7401233	-175.6485491	-175.5823312	-175.5768206	-175.6366239	-175.7259282	-175.825855	-175.930241	-174.9030455	-175.0074313	-175.1073576	-175.1966618	-175.2564651	-175.2509545	-175.1847369	-175.0931628
0.04499	-175.7380696	-175.6468013	-175.5814514	-175.5775247	-175.638306	-175.7279579	-175.8280199	-175.9324686	-174.9008178	-175.0052663	-175.1053281	-175.1949798	-175.2557612	-175.2518342	-175.1864845	-175.0952164
0.04599	-175.7360196	-175.6450637	-175.5806	-175.5782593	-175.6399995	-175.7299919	-175.8301864	-175.9346973	-174.8985891	-175.0030995	-175.1032943	-175.1932863	-175.2550264	-175.2526858	-175.188222	-175.0972662
0.04699	-175.7339738	-175.643337	-175.5797774	-175.5790242	-175.6417047	-175.7320299	-175.8323549	-175.9369269	-174.8963596	-175.0009311	-175.1012559	-175.1915811	-175.2542616	-175.2535083	-175.1899488	-175.0993123
0.04799	-175.7319318	-175.6416213	-175.5789842	-175.5798185	-175.6434209	-175.7340721	-175.8345253	-175.9391573	-174.8941291	-174.998761	-175.0992137	-175.1898649	-175.2534671	-175.2543014	-175.1916646	-175.1013542
0.04899	-175.7298939	-175.6399166	-175.5782211	-175.5806426	-175.6451482	-175.7361181	-175.8366974	-175.9413887	-174.8918978	-174.996589	-175.0971678	-175.1881376	-175.2526431	-175.2550646	-175.1933692	-175.1033921
0.04999	-175.7278601	-175.6382236	-175.5774881	-175.5814954	-175.646886	-175.7381683	-175.838871	-175.943621	-174.8896655	-174.9944152	-175.0951178	-175.1863998	-175.2517904	-175.2557977	-175.1950622	-175.1054257
0.05099	-175.7258307	-175.6365422	-175.5767856	-175.5823767	-175.6486343	-175.7402221	-175.8410464	-175.9458541	-174.8874325	-174.9922398	-175.0930638	-175.1846515	-175.250909	-175.2565001	-175.1967436	-175.1074553
0.05199	-175.7238055	-175.6348728	-175.5761141	-175.5832858	-175.6503928	-175.7422798	-175.8432234	-175.9480881	-174.8851983	-174.9900628	-175.0910062	-175.182893	-175.2499998	-175.2571716	-175.198413	-175.1094805
0.05299	-175.7217847	-175.6332156	-175.5754742	-175.5842228	-175.6521614	-175.744341	-175.8454022	-175.9503228	-174.8829637	-174.987884	-175.0889449	-175.1811244	-175.2490629	-175.2578115	-175.2000702	-175.1115014
0.05399	-175.7197683	-175.6315711	-175.574866	-175.5851867	-175.6539398	-175.7464061	-175.8475827	-175.9525586	-174.8807279	-174.9857035	-175.08688	-175.179346	-175.2480991	-175.2584197	-175.2017147	-175.1135174
0.05499	-175.7177566	-175.6299393	-175.5742902	-175.5861774	-175.6557276	-175.7484745	-175.8497645	-175.954795	-174.8784915	-174.9835217	-175.0848113	-175.1775582	-175.2471083	-175.2589955	-175.2033465	-175.1155292
0.05599	-175.7157496	-175.6283207	-175.5737468	-175.587194	-175.6575246	-175.7505465	-175.8519481	-175.9570323	-174.8762542	-174.9813383	-175.0827394	-175.1757612	-175.2460917	-175.2595389	-175.2049651	-175.1175365
0.05699	-175.7137472	-175.6267155	-175.5732363	-175.5882366	-175.6593309	-175.7526219	-175.8541331	-175.9592706	-174.8740161	-174.9791531	-175.080664	-175.1739549	-175.2450491	-175.2600494	-175.2065703	-175.1195387
0.05799	-175.7117498	-175.6251242	-175.572759	-175.5893042	-175.6611464	-175.7547009	-175.8563196	-175.9615095	-174.8717771	-174.9769665	-175.0785853	-175.1721396	-175.2439815	-175.2605267	-175.2081616	-175.1215361
0.05899	-175.7097574	-175.6235468	-175.5723152	-175.5903967	-175.6629703	-175.7567829	-175.8585077	-175.9637491	-174.8695373	-174.9747785	-175.0765031	-175.1703155	-175.242889	-175.2609705	-175.209739	-175.1235285
0.05999	-175.7077699	-175.6219839	-175.5719052	-175.5915133	-175.6648027	-175.7588682	-175.8606974	-175.9659895	-174.8672968	-174.9725889	-175.0744178	-175.1684832	-175.2417724	-175.2613805	-175.2113019	-175.125516
0.06099	-175.7057877	-175.6204357	-175.5715294	-175.592654	-175.6666434	-175.7609566	-175.8628885	-175.9682309	-174.8650556	-174.9703979	-175.0723293	-175.1666424	-175.2406317	-175.2617563	-175.2128501	-175.1274982
0.06199	-175.7038108	-175.6189026	-175.5711879	-175.593818	-175.6684925	-175.7630483	-175.8650808	-175.970473	-174.8628137	-174.9682056	-175.0702377	-175.1647933	-175.2394677	-175.262098	-175.2143832	-175.1294751
0.06299	-175.7018391	-175.6173848	-175.5708807	-175.5950049	-175.6703495	-175.7651431	-175.8672746	-175.9727157	-174.860571	-174.9660116	-175.0681431	-175.1629362	-175.2382808	-175.262405	-175.215901	-175.1314466
0.06399	-175.6998731	-175.6158829	-175.5706084	-175.5962142	-175.6722144	-175.7672408	-175.8694699	-175.9749592	-174.8583274	-174.9638164	-175.0660453	-175.1610717	-175.2370715	-175.2626773	-175.2174029	-175.1334128
0.06499	-175.6979126	-175.614397	-175.5703711	-175.5974457	-175.6740867	-175.7693414	-175.8716667	-175.9772035	-174.8560831	-174.9616197	-175.0639445	-175.1591993	-175.23584	-175.2629145	-175.2188887	-175.1353733
0.06599	-175.6959578	-175.6129276	-175.570169	-175.5986986	-175.6759666	-175.771445	-175.8738646	-175.9794484	-174.8538382	-174.9594218	-175.061841	-175.1573193	-175.2345871	-175.2631168	-175.2203582	-175.137328
0.06699	-175.6940089	-175.6114752	-175.5700019	-175.5999728	-175.6778537	-175.7735513	-175.8760638	-175.9816941	-174.8515925	-174.9572224	-175.0597347	-175.1554321	-175.2333129	-175.2632838	-175.2218106	-175.1392769
0.06799	-175.6920661	-175.61004	-175.5698702	-175.6012675	-175.6797481	-175.7756607	-175.8782645	-175.9839406	-174.849346	-174.9550218	-175.0576253	-175.1535376	-175.2320182	-175.2634155	-175.2232459	-175.1412197
0.06899	-175.6901293	-175.6086223	-175.569774	-175.6025826	-175.6816495	-175.7777726	-175.8804665	-175.9861877	-174.8470991	-174.9528198	-175.0555133	-175.1516364	-175.2307031	-175.2635117	-175.2246634	-175.1431565
0.06999	-175.6881987	-175.6072227	-175.5697133	-175.6039175	-175.6835576	-175.7798874	-175.8826697	-175.9884354	-174.8448514	-174.9506166	-175.0533987	-175.1497282	-175.2293682	-175.2635724	-175.2260631	-175.1450871
0.07099	-175.6862746	-175.6058415	-175.5696881	-175.6052718	-175.6854727	-175.7820047	-175.8848741	-175.9906837	-174.8426028	-174.9484122	-175.0512813	-175.1478133	-175.2280139	-175.2635976	-175.2274443	-175.1470114
0.07199	-175.6843569	-175.6044791	-175.5696985	-175.6066453	-175.6873941	-175.7841248	-175.8870798	-175.9929329	-174.8403535	-174.9462065	-175.0491612	-175.1458918	-175.2266406	-175.2635872	-175.2288065	-175.1489291
0.07299	-175.6824458	-175.6031361	-175.5697445	-175.6080371	-175.689322	-175.7862473	-175.8892868	-175.9951827	-174.8381039	-174.9439995	-175.0470389	-175.1439639	-175.2252486	-175.2635412	-175.2301496	-175.1508401
0.07399	-175.6805414	-175.6018126	-175.5698259	-175.6094471	-175.6912561	-175.7883723	-175.8914949	-175.9974332	-174.8358535	-174.9417914	-175.0449137	-175.1420297	-175.2238385	-175.2634598	-175.2314731	-175.1527443
0.07499	-175.6786442	-175.6005093	-175.569943	-175.610875	-175.6931965	-175.7904998	-175.8937043	-175.9996843	-174.8336024	-174.9395822	-175.0427861	-175.1400894	-175.2224107	-175.2633427	-175.2327764	-175.1546417
0.07599	-175.676754	-175.5992265	-175.5700954	-175.6123203	-175.695143	-175.79263	-175.8959148	-176.0019361	-174.8313507	-174.9373715	-175.0406562	-175.1381429	-175.2209654	-175.2631903	-175.2340594	-175.156532
0.07699	-175.6748709	-175.5979645	-175.570283	-175.6137826	-175.6970953	-175.7947624	-175.8981264	-176.0041885	-174.8290982	-174.9351598	-175.0385239	-175.1361906	-175.2195031	-175.2630027	-175.2353212	-175.1584149
0.07799	-175.6729954	-175.5967239	-175.5705058	-175.6152617	-175.6990533	-175.7968971	-175.9003392	-176.0064416	-174.8268451	-174.9329472	-175.036389	-175.1342326	-175.2180242	-175.2627799	-175.2365617	-175.1602905
0.07899	-175.6711274	-175.5955054	-175.5707636	-175.6167568	-175.7010169	-175.799034	-175.9025532	-176.0086952	-174.8245915	-174.9307333	-175.0342518	-175.1322688	-175.2165289	-175.2625221	-175.2377804	-175.1621584
0.07999	-175.6692671	-175.5943091	-175.5710563	-175.618268	-175.7029863	-175.8011734	-175.9047682	-176.0109493	-174.8223374	-174.9285181	-175.0321127	-175.1302996	-175.2150178	-175.2622294	-175.2389767	-175.1640189
0.08099	-175.6674146	-175.5931353	-175.5713837	-175.6197946	-175.7049611	-175.8033152	-175.9069844	-176.0132043	-174.8200824	-174.926302	-175.029971	-175.1283249	-175.2134911	-175.261902	-175.2401504	-175.1658711
0.08199	-175.6655705	-175.5919848	-175.5717453	-175.6213367	-175.7069411	-175.805459	-175.9092016	-176.0154599	-174.817827	-174.9240847	-175.0278272	-175.1263449	-175.2119492	-175.2615404	-175.2413008	-175.1677155
0.08299	-175.6637344	-175.5908582	-175.5721411	-175.6228934	-175.7089262	-175.8076049	-175.91142	-176.0177158	-174.8155709	-174.9218665	-175.0256812	-175.1243597	-175.2103924	-175.2611446	-175.2424277	-175.1695513
0.08399	-175.6619068	-175.5897555	-175.5725709	-175.6244647	-175.7109167	-175.809753	-175.9136393	-176.0199724	-174.8133144	-174.9196471	-175.0235331	-175.1223692	-175.2088212	-175.2607148	-175.2435304	-175.1713789
0.08499	-175.6600878	-175.5886773	-175.5730345	-175.6260501	-175.712912	-175.8119032	-175.9158596	-176.0222296	-174.811057	-174.9174268	-175.0213829	-175.1203739	-175.2072356	-175.2602512	-175.2446084	-175.1731979
0.08599	-175.6582778	-175.5876242	-175.5735311	-175.6276497	-175.7149123	-175.8140555	-175.918081	-176.0244874	-174.8087993	-174.9152054	-175.0192306	-175.1183736	-175.2056361	-175.2597546	-175.2456614	-175.1750081
0.08699	-175.6564769	-175.5865968	-175.5740608	-175.6292626	-175.7169174	-175.8162098	-175.9203035	-176.0267457	-174.8065409	-174.9129829	-175.0170763	-175.1163685	-175.2040232	-175.2592249	-175.2466891	-175.1768091
0.08799	-175.654685	-175.5855951	-175.5746232	-175.6308888	-175.7189271	-175.8183661	-175.9225269	-176.0290048	-174.8042821	-174.9107595	-175.01492	-175.1143588	-175.202397	-175.2586625	-175.2476906	-175.1786008
0.08899	-175.6529025	-175.5846201	-175.5752181	-175.6325279	-175.7209414	-175.8205244	-175.9247514	-176.0312642	-174.8020225	-174.9085352	-175.0127617	-175.1123445	-175.2007577	-175.2580676	-175.2486657	-175.1803832
0.08999	-175.6511299	-175.5836717	-175.5758448	-175.63418	-175.7229604	-175.8226846	-175.9269768	-176.0335242	-174.7997626	-174.9063098	-175.0106017	-175.1103255	-175.1991058	-175.2574409	-175.2496139	-175.1821558
0.09099	-175.6493672	-175.5827509	-175.5765033	-175.6358443	-175.7249837	-175.8248467	-175.9292031	-176.0357849	-174.7975019	-174.9040834	-175.0084396	-175.1083022	-175.1974416	-175.2567826	-175.2505347	-175.1839187
0.09199	-175.6476146	-175.581858	-175.5771928	-175.6375206	-175.7270115	-175.8270107	-175.9314303	-176.0380459	-174.7952409	-174.9018562	-175.0062755	-175.1062744	-175.1957652	-175.2560929	-175.2514276	-175.1856712
0.09299	-175.6458722	-175.5809932	-175.5779131	-175.6392088	-175.7290434	-175.8291765	-175.9336585	-176.0403077	-174.7929793	-174.899628	-175.0041096	-175.1042425	-175.194077	-175.2553725	-175.2522926	-175.1874136
0.09399	-175.6441404	-175.5801572	-175.5786638	-175.6409085	-175.7310796	-175.8313441	-175.9358877	-176.0425698	-174.790717	-174.8973988	-175.0019421	-175.1022065	-175.1923773	-175.2546219	-175.2531285	-175.1891454
0.09499	-175.6424195	-175.5793502	-175.5794447	-175.6426196	-175.7331197	-175.8335136	-175.9381177	-176.0448325	-174.7884544	-174.8951687	-174.9997726	-175.1001662	-175.1906662	-175.2538411	-175.2539355	-175.1908663
0.09599	-175.6407097	-175.5785731	-175.580255	-175.6443418	-175.7351641	-175.8356848	-175.9403487	-176.0470957	-174.7861912	-174.8929378	-174.9976014	-175.0981217	-175.188944	-175.2530307	-175.2547127	-175.1925761
0.09699	-175.6390112	-175.5778258	-175.5810944	-175.6460748	-175.7372124	-175.8378577	-175.9425805	-176.0493595	-174.7839275	-174.8907059	-174.9954285	-175.0960736	-175.187211	-175.2521915	-175.2554599	-175.1942746
0.09799	-175.6373243	-175.577109	-175.5819625	-175.6478182	-175.7392644	-175.8400323	-175.9448133	-176.0516236	-174.7816632	-174.8884733	-174.9932539	-175.0940215	-175.1854676	-175.2513234	-175.2561766	-175.1959615
