lvl_1  k2 k1 k0
H: -0.23801 0.4357143 -2.0236784 -175.4001200
H: -0.23701 0.4500000 -2.0168410 -175.3993019
H: -0.23601 0.4500000 -2.0168410 -175.3993019
H: -0.23501 0.4500000 -2.0168410 -175.3993019
H: -0.23401 0.4642857 -2.0100779 -175.3985014
H: -0.23301 0.4571429 -2.0134537 -175.3989003
H: -0.23201 0.4714286 -2.0067420 -175.3981120
H: -0.23101 0.4785714 -2.0034061 -175.3977225
H: -0.23001 0.4785714 -2.0034233 -175.3977265
H: -0.22901 0.4785714 -2.0034004 -175.3977212
H: -0.22801 0.5071429 -1.9902341 -175.3962044
H: -0.22701 0.5000000 -1.9935300 -175.3965846
H: -0.22601 0.5071429 -1.9902427 -175.3962064
H: -0.22501 0.5142857 -1.9870040 -175.3958393
H: -0.22401 0.5214286 -1.9837739 -175.3954741
H: -0.22301 0.5214286 -1.9837567 -175.3954702
H: -0.22201 0.5500000 -1.9709390 -175.3940327
H: -0.22101 0.5500000 -1.9709390 -175.3940327
H: -0.22001 0.5357143 -1.9773021 -175.3947413
H: -0.21901 0.5571429 -1.9677917 -175.3936861
H: -0.21801 0.5642857 -1.9646530 -175.3933413
H: -0.21701 0.5857143 -1.9552454 -175.3923088
H: -0.21601 0.5785714 -1.9583613 -175.3926486
H: -0.21501 0.5928571 -1.9521581 -175.3919752
H: -0.21401 0.5857143 -1.9552397 -175.3923075
H: -0.21301 0.6142857 -1.9429249 -175.3909806
H: -0.21201 0.6214286 -1.9398661 -175.3906531
H: -0.21101 0.6285714 -1.9368160 -175.3903275
H: -0.21001 0.6214286 -1.9398519 -175.3906501
H: -0.20901 0.6428571 -1.9307814 -175.3896903
H: -0.20801 0.6571429 -1.9247669 -175.3890572
H: -0.20701 0.6642857 -1.9217853 -175.3887461
H: -0.20601 0.6642857 -1.9217739 -175.3887437
H: -0.20501 0.6857143 -1.9128806 -175.3878210
H: -0.20401 0.6857143 -1.9128920 -175.3878234
H: -0.20301 0.6928571 -1.9099447 -175.3875194
H: -0.20201 0.7214286 -1.8982527 -175.3863232
H: -0.20101 0.7357143 -1.8924553 -175.3857351
H: -0.20001 0.7285714 -1.8953426 -175.3860268
H: -0.19901 0.7214286 -1.8982213 -175.3863169
H: -0.19801 0.7571429 -1.8838877 -175.3848788
H: -0.19701 0.7785714 -1.8753430 -175.3840270
H: -0.19601 0.7785714 -1.8753601 -175.3840304
H: -0.19501 0.7785714 -1.8753373 -175.3840259
H: -0.19401 0.8071428 -1.8641139 -175.3829237
H: -0.19301 0.8142857 -1.8613323 -175.3826529
H: -0.19201 0.8142857 -1.8613209 -175.3826507
H: -0.19101 0.8500000 -1.8474930 -175.3813123
H: -0.19001 0.8571429 -1.8447600 -175.3810508
H: -0.18901 0.8571429 -1.8447543 -175.3810498
H: -0.18801 0.8714286 -1.8392997 -175.3805291
H: -0.18701 0.9000000 -1.8284820 -175.3795052
H: -0.18601 0.9142857 -1.8230903 -175.3789965
H: -0.18501 0.9214286 -1.8204173 -175.3787464
H: -0.18401 0.9285714 -1.8177529 -175.3784979
H: -0.18301 0.9500000 -1.8097910 -175.3777584
H: -0.18201 0.9714286 -1.8018949 -175.3770310
H: -0.18101 0.9785714 -1.7992733 -175.3767905
H: -0.18001 1.0000000 -1.7914400 -175.3760746
H: -0.17901 1.0214286 -1.7836724 -175.3753707
H: -0.17801 1.0285714 -1.7810937 -175.3751380
H: -0.17701 1.0357143 -1.7785236 -175.3749068
H: -0.17601 1.0642857 -1.7683230 -175.3739964
H: -0.17501 1.1000000 -1.7556380 -175.3728701
H: -0.17401 1.1071429 -1.7531336 -175.3726506
H: -0.17301 1.1071429 -1.7531279 -175.3726496
H: -0.17201 1.1357143 -1.7431387 -175.3717765
H: -0.17101 1.1714286 -1.7307623 -175.3707043
H: -0.17001 1.1785714 -1.7282979 -175.3704917
H: -0.16901 1.1857143 -1.7258420 -175.3702807
H: -0.16801 1.2142857 -1.7160986 -175.3694500
H: -0.16701 1.2357143 -1.7088339 -175.3688343
H: -0.16601 1.2642857 -1.6992047 -175.3680230
H: -0.16501 1.2857143 -1.6920257 -175.3674218
H: -0.16401 1.3142857 -1.6825109 -175.3666297
H: -0.16301 1.3214286 -1.6801521 -175.3664349
H: -0.16201 1.3428571 -1.6730960 -175.3658541
H: -0.16101 1.3857143 -1.6590694 -175.3647065
H: -0.16001 1.4071429 -1.6521276 -175.3641443
H: -0.15901 1.4214286 -1.6475016 -175.3637698
H: -0.15801 1.4428571 -1.6406169 -175.3632168
H: -0.15701 1.4928571 -1.6246716 -175.3619456
H: -0.15601 1.4928572 -1.6246773 -175.3619465
H: -0.15501 1.5357143 -1.6111650 -175.3608815
H: -0.15401 1.5500000 -1.6066990 -175.3605325
H: -0.15301 1.6000000 -1.5911480 -175.3593234
H: -0.15201 1.6142857 -1.5867277 -175.3589815
H: -0.15101 1.6571429 -1.5735811 -175.3579733
H: -0.15001 1.6714286 -1.5692123 -175.3576393
H: -0.14901 1.7000000 -1.5605660 -175.3569852
H: -0.14801 1.7428572 -1.5476480 -175.3560118
H: -0.14701 1.7785714 -1.5369801 -175.3552152
H: -0.14601 1.8214286 -1.5242507 -175.3542701
H: -0.14501 1.8285714 -1.5221434 -175.3541146
H: -0.14401 1.8857143 -1.5053937 -175.3528873
H: -0.14301 1.9142857 -1.4970789 -175.3522824
H: -0.14201 1.9571429 -1.4847037 -175.3513891
H: -0.14101 1.9857143 -1.4764860 -175.3507982
H: -0.14001 2.0357143 -1.4622464 -175.3497844
H: -0.13901 2.0642857 -1.4541601 -175.3492123
H: -0.13801 2.1000000 -1.4441180 -175.3485064
H: -0.13701 2.1500000 -1.4301670 -175.3475333
H: -0.13601 2.2000000 -1.4163160 -175.3465741
H: -0.13501 2.2500000 -1.4025650 -175.3456287
H: -0.13401 2.2857143 -1.3928200 -175.3449640
H: -0.13301 2.3142857 -1.3850766 -175.3444394
H: -0.13201 2.3785714 -1.3677653 -175.3432740
H: -0.13101 2.4285714 -1.3544314 -175.3423851
H: -0.13001 2.4714286 -1.3430734 -175.3416327
H: -0.12901 2.5214286 -1.3299053 -175.3407657
H: -0.12801 2.5857143 -1.3131426 -175.3396731
H: -0.12701 2.6285714 -1.3020360 -175.3389535
H: -0.12601 2.6857143 -1.2873434 -175.3380091
H: -0.12501 2.7500000 -1.2709550 -175.3369647
H: -0.12401 2.8000000 -1.2583040 -175.3361645
H: -0.12301 2.8500000 -1.2457530 -175.3353770
H: -0.12201 2.9142857 -1.2297389 -175.3343797
H: -0.12101 2.9714286 -1.2156291 -175.3335088
H: -0.12001 3.0428571 -1.1981220 -175.3324361
H: -0.11901 3.1071429 -1.1824993 -175.3314870
H: -0.11801 3.1928571 -1.1618404 -175.3302423
H: -0.11701 3.2428571 -1.1498951 -175.3295289
H: -0.11601 3.3071429 -1.1346581 -175.3286261
H: -0.11501 3.3857143 -1.1161751 -175.3275392
H: -0.11401 3.4714286 -1.0962191 -175.3263778
H: -0.11301 3.5285714 -1.0830180 -175.3256154
H: -0.11201 3.6000000 -1.0666480 -175.3246775
H: -0.11101 3.7000000 -1.0439460 -175.3233892
H: -0.11001 3.7714286 -1.0278846 -175.3224864
H: -0.10901 3.8571428 -1.0087571 -175.3214194
H: -0.10801 3.9428572 -0.9898126 -175.3203727
H: -0.10701 4.0428571 -0.9679163 -175.3191742
H: -0.10601 4.1214286 -0.9508590 -175.3182485
H: -0.10501 4.2142857 -0.9308986 -175.3171759
H: -0.10401 4.3000000 -0.9126340 -175.3162030
H: -0.10301 4.4142857 -0.8885117 -175.3149303
H: -0.10201 4.5071429 -0.8691141 -175.3139174
H: -0.10101 4.6071429 -0.8484064 -175.3128455
H: -0.10001 4.7071429 -0.8278987 -175.3117941
H: -0.09901 4.8285714 -0.8032520 -175.3105436
H: -0.09801 4.9214286 -0.7845859 -175.3096056
H: -0.09701 5.0428571 -0.7604134 -175.3084028
H: -0.09601 5.1571429 -0.7378969 -175.3072939
H: -0.09501 5.2785714 -0.7142216 -175.3061400
H: -0.09401 5.4000000 -0.6907720 -175.3050080
H: -0.09301 5.5357143 -0.6648536 -175.3037707
H: -0.09201 5.6500000 -0.6432570 -175.3027505
H: -0.09101 5.7785714 -0.6192001 -175.3016253
H: -0.09001 5.9214286 -0.5927687 -175.3004029
H: -0.08901 6.0500000 -0.5692490 -175.2993274
H: -0.08801 6.1785714 -0.5459636 -175.2982732
H: -0.08701 6.3357143 -0.5178261 -175.2970139
H: -0.08601 6.4857143 -0.4912846 -175.2958399
H: -0.08501 6.6285714 -0.4662760 -175.2947456
H: -0.08401 6.7857143 -0.4390814 -175.2935692
H: -0.08301 6.9500000 -0.4109910 -175.2923686
H: -0.08201 7.1000000 -0.3856380 -175.2912975
H: -0.08101 7.2642857 -0.3581933 -175.2901515
H: -0.08001 7.4357143 -0.3299041 -175.2889846
H: -0.07901 7.6000000 -0.3031280 -175.2878937
H: -0.07801 7.7642857 -0.2766690 -175.2868285
H: -0.07701 7.9500000 -0.2471310 -175.2856542
H: -0.07601 8.1500000 -0.2157270 -175.2844217
H: -0.07501 8.3214286 -0.1891636 -175.2833928
H: -0.07401 8.5071429 -0.1607341 -175.2823050
H: -0.07301 8.6928572 -0.1326876 -175.2812463
H: -0.07201 8.8928571 -0.1028893 -175.2801366
H: -0.07101 9.0857143 -0.0745240 -175.2790938
H: -0.07001 9.3000000 -0.0434540 -175.2779678
H: -0.06901 9.5000000 -0.0148500 -175.2769453
H: -0.06801 9.7000000 0.0133540 -175.2759512
H: -0.06701 9.9142857 0.0431497 -175.2749156
H: -0.06601 10.1214286 0.0715267 -175.2739440
H: -0.06501 10.3428571 0.1014297 -175.2729347
H: -0.06401 10.5714286 0.1318400 -175.2719234
H: -0.06301 10.7857143 0.1598986 -175.2710052
H: -0.06201 11.0071429 0.1884844 -175.2700828
H: -0.06101 11.2285714 0.2166046 -175.2691903
H: -0.06001 11.4571429 0.2451749 -175.2682977
H: -0.05901 11.6857143 0.2733109 -175.2674321
H: -0.05801 11.9357143 0.3035544 -175.2665177
H: -0.05701 12.1500000 0.3290530 -175.2657594
H: -0.05601 12.3785714 0.3558119 -175.2649764
H: -0.05501 12.6071428 0.3820964 -175.2642210
H: -0.05401 12.8428571 0.4087369 -175.2634686
H: -0.05301 13.0714286 0.4341186 -175.2627642
H: -0.05201 13.3285714 0.4621523 -175.2620004
H: -0.05101 13.5428571 0.4850737 -175.2613877
H: -0.05001 13.7714286 0.5090840 -175.2607574
H: -0.04901 13.9928571 0.5319013 -175.2601698
H: -0.04801 14.2285714 0.5557017 -175.2595692
H: -0.04701 14.4500000 0.5776390 -175.2590261
H: -0.04601 14.6714286 0.5991106 -175.2585058
H: -0.04501 14.8928572 0.6201564 -175.2580060
H: -0.04401 15.0928572 0.6387547 -175.2575738
H: -0.04301 15.3071429 0.6582590 -175.2571302
H: -0.04201 15.5071428 0.6760687 -175.2567340
H: -0.04101 15.7000000 0.6928340 -175.2563698
H: -0.04001 15.8928571 0.7092479 -175.2560208
H: -0.03901 16.0928571 0.7258461 -175.2556766
H: -0.03801 16.2642857 0.7397181 -175.2553962
H: -0.03701 16.4142857 0.7515826 -175.2551617
H: -0.03601 16.5857143 0.7647860 -175.2549077
H: -0.03501 16.7500000 0.7771050 -175.2546769
H: -0.03401 16.8857143 0.7870091 -175.2544963
H: -0.03301 17.0142857 0.7961403 -175.2543343
H: -0.03201 17.1500000 0.8055130 -175.2541727
H: -0.03101 17.2714286 0.8136397 -175.2540368
H: -0.03001 17.3642857 0.8196716 -175.2539390
H: -0.02901 17.4500000 0.8250790 -175.2538538
H: -0.02801 17.5357143 0.8303036 -175.2537742
H: -0.02701 17.6142857 0.8349409 -175.2537059
H: -0.02601 17.6714286 0.8381934 -175.2536597
H: -0.02501 17.7142857 0.8405457 -175.2536275
H: -0.02401 17.7500000 0.8424450 -175.2536022
H: -0.02301 17.7714286 0.8435269 -175.2535886
H: -0.02201 17.7785714 0.8438770 -175.2535843
H: -0.02101 17.7714286 0.8435411 -175.2535883
H: -0.02001 17.7642857 0.8432139 -175.2535920
H: -0.01901 17.7357143 0.8419847 -175.2536052
H: -0.01801 17.7000000 0.8405140 -175.2536203
H: -0.01701 17.6500000 0.8385630 -175.2536393
H: -0.01601 17.5857143 0.8361774 -175.2536613
H: -0.01501 17.5000000 0.8331700 -175.2536876
H: -0.01401 17.4142857 0.8303454 -175.2537108
H: -0.01301 17.3214286 0.8274593 -175.2537331
H: -0.01201 17.2142857 0.8243443 -175.2537557
H: -0.01101 17.0857143 0.8208703 -175.2537790
H: -0.01001 16.9642857 0.8178321 -175.2537979
H: -0.00901 16.8214286 0.8145379 -175.2538167
H: -0.00801 16.6785714 0.8115350 -175.2538323
H: -0.00701 16.5214286 0.8085461 -175.2538464
H: -0.00601 16.3500000 0.8056170 -175.2538587
H: -0.00501 16.1785714 0.8030536 -175.2538681
H: -0.00401 16.0071428 0.8008159 -175.2538753
H: -0.00301 15.8142857 0.7986791 -175.2538810
H: -0.00201 15.6000000 0.7967520 -175.2538851
H: -0.00101 15.4142857 0.7954540 -175.2538871
H: -1e-05 15.2214286 0.7944801 -175.2538882
H: 0.00099 15.0142857 0.7938489 -175.2538884
H: 0.00199 14.7857143 0.7936157 -175.2538883
H: 0.00299 14.5785714 0.7938244 -175.2538881
H: 0.00399 14.3428571 0.7945154 -175.2538884
H: 0.00499 14.1214286 0.7956239 -175.2538895
H: 0.00599 13.8928571 0.7972250 -175.2538921
H: 0.00699 13.6785714 0.7991379 -175.2538961
H: 0.00799 13.4357143 0.8018101 -175.2539032
H: 0.00899 13.2142857 0.8046843 -175.2539123
H: 0.00999 12.9857143 0.8081083 -175.2539249
H: 0.01099 12.7357143 0.8123419 -175.2539425
H: 0.01199 12.5071429 0.8166973 -175.2539631
H: 0.01299 12.2785714 0.8214870 -175.2539879
H: 0.01399 12.0571429 0.8265697 -175.2540168
H: 0.01499 11.8071429 0.8328204 -175.2540557
H: 0.01599 11.5785714 0.8389816 -175.2540969
H: 0.01699 11.3642857 0.8452087 -175.2541419
H: 0.01799 11.1428572 0.8520514 -175.2541946
H: 0.01899 10.9071429 0.8598253 -175.2542584
H: 0.01999 10.6714286 0.8680820 -175.2543305
H: 0.02099 10.4642857 0.8757364 -175.2544010
H: 0.02199 10.2500000 0.8840950 -175.2544823
H: 0.02299 10.0357143 0.8928707 -175.2545719
H: 0.02399 9.8142857 0.9023877 -175.2546739
H: 0.02499 9.6142857 0.9113951 -175.2547751
H: 0.02599 9.4071429 0.9211153 -175.2548889
H: 0.02699 9.2071429 0.9309170 -175.2550088
H: 0.02799 8.9928572 0.9418413 -175.2551478
H: 0.02899 8.8071428 0.9516804 -175.2552779
H: 0.02999 8.6071429 0.9626821 -175.2554290
H: 0.03099 8.4285714 0.9728514 -175.2555736
H: 0.03199 8.2357143 0.9842319 -175.2557413
H: 0.03299 8.0642857 0.9946856 -175.2559005
H: 0.03399 7.8714286 1.0068260 -175.2560914
H: 0.03499 7.6928571 1.0184353 -175.2562799
H: 0.03599 7.5214286 1.0299233 -175.2564721
H: 0.03699 7.3642857 1.0407573 -175.2566587
H: 0.03799 7.2000000 1.0524240 -175.2568657
H: 0.03899 7.0357143 1.0644079 -175.2570840
H: 0.03999 6.8642857 1.0772616 -175.2573248
H: 0.04099 6.7000000 1.0899140 -175.2575682
H: 0.04199 6.5642857 1.1006384 -175.2577799
H: 0.04299 6.4214286 1.1122013 -175.2580138
H: 0.04399 6.2785714 1.1240556 -175.2582595
H: 0.04499 6.1214286 1.1374096 -175.2585431
H: 0.04599 5.9928571 1.1485984 -175.2587864
H: 0.04699 5.8571429 1.1606743 -175.2590549
H: 0.04799 5.7285714 1.1723660 -175.2593205
H: 0.04899 5.5857143 1.1856546 -175.2596294
H: 0.04999 5.4642857 1.1971879 -175.2599031
H: 0.05099 5.3357143 1.2096567 -175.2602053
H: 0.05199 5.2285714 1.2202674 -175.2604679
H: 0.05299 5.1214286 1.2310867 -175.2607409
H: 0.05399 5.0000000 1.2435800 -175.2610621
H: 0.05499 4.8642857 1.2578330 -175.2614362
H: 0.05599 4.7642857 1.2685424 -175.2617228
H: 0.05699 4.6714286 1.2786563 -175.2619981
H: 0.05799 4.5785714 1.2889616 -175.2622839
H: 0.05899 4.4571429 1.3026749 -175.2626710
H: 0.05999 4.3571429 1.3141786 -175.2630017
H: 0.06099 4.2714286 1.3242169 -175.2632955
H: 0.06199 4.1857143 1.3343980 -175.2635978
H: 0.06299 4.0642857 1.3490884 -175.2640420
H: 0.06399 3.9785714 1.3596467 -175.2643670
H: 0.06499 3.9071429 1.3685681 -175.2646455
H: 0.06599 3.8285714 1.3785394 -175.2649618
H: 0.06699 3.7500000 1.3886850 -175.2652892
H: 0.06799 3.6571429 1.4008303 -175.2656863
H: 0.06899 3.5714286 1.4122400 -175.2660659
H: 0.06999 3.4928571 1.4228513 -175.2664240
H: 0.07099 3.4285714 1.4316457 -175.2667248
H: 0.07199 3.3500000 1.4425770 -175.2671049
H: 0.07299 3.2857143 1.4516343 -175.2674238
H: 0.07399 3.2142857 1.4618471 -175.2677888
H: 0.07499 3.1500000 1.4711730 -175.2681270
H: 0.07599 3.0857143 1.4806160 -175.2684737
H: 0.07699 3.0142857 1.4912574 -175.2688699
H: 0.07799 2.9500000 1.5009690 -175.2692367
H: 0.07899 2.8857143 1.5107977 -175.2696123
H: 0.07999 2.8285714 1.5196594 -175.2699558
H: 0.08099 2.7714286 1.5286297 -175.2703078
H: 0.08199 2.7142857 1.5377086 -175.2706683
H: 0.08299 2.6642857 1.5457690 -175.2709931
H: 0.08399 2.6071429 1.5550707 -175.2713716
H: 0.08499 2.5571429 1.5633254 -175.2717122
H: 0.08599 2.5071428 1.5716801 -175.2720612
H: 0.08699 2.4500000 1.5813190 -175.2724676
H: 0.08799 2.3928571 1.5911064 -175.2728866
H: 0.08899 2.3571429 1.5972843 -175.2731537
H: 0.08999 2.3142857 1.6047720 -175.2734808
H: 0.09099 2.2642857 1.6136324 -175.2738732
H: 0.09199 2.2214286 1.6212973 -175.2742159
H: 0.09299 2.1642857 1.6316333 -175.2746832
H: 0.09399 2.1285714 1.6381854 -175.2749837
H: 0.09499 2.1071429 1.6421436 -175.2751665
H: 0.09599 2.0500000 1.6528110 -175.2756643
H: 0.09699 2.0071429 1.6609330 -175.2760490
H: 0.09799 1.9785714 1.6663839 -175.2763090
H: 0.09899 1.9285714 1.6760157 -175.2767728
H: 0.09999 1.8928571 1.6830079 -175.2771150
H: 0.10099 1.8642857 1.6886187 -175.2773904
H: 0.10199 1.8357143 1.6943039 -175.2776732
H: 0.10299 1.7928572 1.7029287 -175.2781071
H: 0.10399 1.7642857 1.7087110 -175.2783996
H: 0.10499 1.7142857 1.7189714 -175.2789259
H: 0.10599 1.7000000 1.7219340 -175.2790795
H: 0.10699 1.6714286 1.7278934 -175.2793902
H: 0.10799 1.6428571 1.7339271 -175.2797087
H: 0.10899 1.6071429 1.7415336 -175.2801137
H: 0.10999 1.5642857 1.7507356 -175.2806076
H: 0.11099 1.5428571 1.7554080 -175.2808623
H: 0.11199 1.5285714 1.7585249 -175.2810323
H: 0.11299 1.4928571 1.7664056 -175.2814670
H: 0.11399 1.4500000 1.7759790 -175.2820015
H: 0.11499 1.4357143 1.7791873 -175.2821817
H: 0.11599 1.4285714 1.7808143 -175.2822743
H: 0.11699 1.3928571 1.7889807 -175.2827411
H: 0.11799 1.3571429 1.7972300 -175.2832174
H: 0.11899 1.3357143 1.8022396 -175.2835102
H: 0.11999 1.3357143 1.8022281 -175.2835088
H: 0.12099 1.3000000 1.8106860 -175.2840095
H: 0.12199 1.2642857 1.8192267 -175.2845201
H: 0.12299 1.2357143 1.8261119 -175.2849349
H: 0.12399 1.2285714 1.8278531 -175.2850410
H: 0.12499 1.2214286 1.8296030 -175.2851481
H: 0.12599 1.2000000 1.8348840 -175.2854735
H: 0.12699 1.1642857 1.8437819 -175.2860277
H: 0.12799 1.1357143 1.8509527 -175.2864776
H: 0.12899 1.1285714 1.8527654 -175.2865926
H: 0.12999 1.1214286 1.8545867 -175.2867087
H: 0.13099 1.1000000 1.8600820 -175.2870609
H: 0.13199 1.0642857 1.8693370 -175.2876605
H: 0.13299 1.0500000 1.8730710 -175.2879045
H: 0.13399 1.0500000 1.8730710 -175.2879045
H: 0.13499 1.0357143 1.8768507 -175.2881545
H: 0.13599 1.0000000 1.8863800 -175.2887901
H: 0.13699 0.9785714 1.8921553 -175.2891792
H: 0.13799 0.9857143 1.8902254 -175.2890488
H: 0.13899 0.9714286 1.8941080 -175.2893126
H: 0.13999 0.9285714 1.9058929 -175.2901227
H: 0.14099 0.9142857 1.9098669 -175.2903991
H: 0.14199 0.9214286 1.9078684 -175.2902593
H: 0.14299 0.9142857 1.9098697 -175.2903995
H: 0.14399 0.8857143 1.9179549 -175.2909714
H: 0.14499 0.8785714 1.9199961 -175.2911173
H: 0.14599 0.8571429 1.9261400 -175.2915576
H: 0.14699 0.8428571 1.9302683 -175.2918559
H: 0.14799 0.8214286 1.9365093 -175.2923102
H: 0.14899 0.8285714 1.9344166 -175.2921570
H: 0.14999 0.8214286 1.9365236 -175.2923123
H: 0.15099 0.8000000 1.9428760 -175.2927831
H: 0.15199 0.7642857 1.9535596 -175.2935820
H: 0.15299 0.7642857 1.9535710 -175.2935838
H: 0.15399 0.7714286 1.9514011 -175.2934190
H: 0.15499 0.7500000 1.9579250 -175.2939155
H: 0.15599 0.7428571 1.9601349 -175.2940864
H: 0.15699 0.7285714 1.9645374 -175.2944256
H: 0.15799 0.7214286 1.9667587 -175.2945983
H: 0.15899 0.6928571 1.9757067 -175.2952988
H: 0.15999 0.6928571 1.9757010 -175.2952979
H: 0.16099 0.6857143 1.9779766 -175.2954791
H: 0.16199 0.6857143 1.9779651 -175.2954773
H: 0.16299 0.6642857 1.9848433 -175.2960292
H: 0.16399 0.6500000 1.9894630 -175.2964027
H: 0.16499 0.6500000 1.9894630 -175.2964027
H: 0.16599 0.6500000 1.9894630 -175.2964027
H: 0.16699 0.6357143 1.9941570 -175.2967883
H: 0.16799 0.6142857 2.0012494 -175.2973751
H: 0.16899 0.6000000 2.0060120 -175.2977720
H: 0.16999 0.6000000 2.0060120 -175.2977720
H: 0.17099 0.6000000 2.0060120 -175.2977720
H: 0.17199 0.6000000 2.0060120 -175.2977720
H: 0.17299 0.5714286 2.0157429 -175.2986005
H: 0.17399 0.5571429 2.0206540 -175.2990226
H: 0.17499 0.5714286 2.0157371 -175.2985996
H: 0.17599 0.5714286 2.0157143 -175.2985956
H: 0.17699 0.5428571 2.0256909 -175.2994665
H: 0.17799 0.5214286 2.0332176 -175.3001274
H: 0.17899 0.5428571 2.0256594 -175.2994609
H: 0.17999 0.5285714 2.0307191 -175.2999089
H: 0.18099 0.5214286 2.0332690 -175.3001365
H: 0.18199 0.5071428 2.0384087 -175.3005988
H: 0.18299 0.5000000 2.0409700 -175.3008284
H: 0.18399 0.4928571 2.0435799 -175.3010667
H: 0.18499 0.5071428 2.0383659 -175.3005910
H: 0.18599 0.4857143 2.0462069 -175.3013082
H: 0.18699 0.4714286 2.0515009 -175.3017987
H: 0.18799 0.4785714 2.0488510 -175.3015529
H: 0.18899 0.4785714 2.0488339 -175.3015497
H: 0.18999 0.4500000 2.0595590 -175.3025562
H: 0.19099 0.4500000 2.0595590 -175.3025562
H: 0.19199 0.4500000 2.0595590 -175.3025562
H: 0.19299 0.4357143 2.0649959 -175.3030735
H: 0.19399 0.4428572 2.0622717 -175.3028138
H: 0.19499 0.4428572 2.0622660 -175.3028127
H: 0.19599 0.4285714 2.0677829 -175.3033453
H: 0.19699 0.4142857 2.0733569 -175.3038890
H: 0.19799 0.4071429 2.0761381 -175.3041597
H: 0.19899 0.4071429 2.0761439 -175.3041608
H: 0.19999 0.4071429 2.0761496 -175.3041619
H: 0.20099 0.4142857 2.0733026 -175.3038783
H: 0.20199 0.4000000 2.0790080 -175.3044479
H: 0.20299 0.4000000 2.0790080 -175.3044479
H: 0.20399 0.3857143 2.0847591 -175.3050267
H: 0.20499 0.3642857 2.0934373 -175.3059053
H: 0.20599 0.3785714 2.0876404 -175.3053173
H: 0.20699 0.3785714 2.0876233 -175.3053138
H: 0.20799 0.3714286 2.0905589 -175.3056154
H: 0.20899 0.3571429 2.0964700 -175.3062268
H: 0.20999 0.3642857 2.0934944 -175.3059170
H: 0.21099 0.3500000 2.0994570 -175.3065391
H: 0.21199 0.3500000 2.0994570 -175.3065391
H: 0.21299 0.3500000 2.0994570 -175.3065391
H: 0.21399 0.3357143 2.1054939 -175.3071769
H: 0.21499 0.3285714 2.1085351 -175.3075006
H: 0.21599 0.3357143 2.1054910 -175.3071762
H: 0.21699 0.3500000 2.0993570 -175.3065178
H: 0.21799 0.3357143 2.1055081 -175.3071799
H: 0.21899 0.3142857 2.1147863 -175.3081842
H: 0.21999 0.3142857 2.1147977 -175.3081867
H: 0.22099 0.3214286 2.1116707 -175.3078445
H: 0.22199 0.3142857 2.1148006 -175.3081873
H: 0.22299 0.3000000 2.1211060 -175.3088831
H: 0.22399 0.3000000 2.1211060 -175.3088831
H: 0.22499 0.3000000 2.1211060 -175.3088831
H: 0.22599 0.3000000 2.1211060 -175.3088831
H: 0.22699 0.3000000 2.1211060 -175.3088831
H: 0.22799 0.3000000 2.1211060 -175.3088831
H: 0.22899 0.2857143 2.1275714 -175.3096146
H: 0.22999 0.2785714 2.1308270 -175.3099856
H: 0.23099 0.2857143 2.1275686 -175.3096140
H: 0.23199 0.2857143 2.1275571 -175.3096113
H: 0.23299 0.2642857 2.1374353 -175.3107497
H: 0.23399 0.2642857 2.1374467 -175.3107524
H: 0.23499 0.2714286 2.1341197 -175.3103650
H: 0.23599 0.2785714 2.1307841 -175.3099756
H: 0.23699 0.2714286 2.1341340 -175.3103683
H: 0.23799 0.2642857 2.1374924 -175.3107631
H: 0.23899 0.2500000 2.1442550 -175.3115634
H: 0.23999 0.2500000 2.1442550 -175.3115634
H: 0.24099 0.2500000 2.1442550 -175.3115634
H: 0.24199 0.2500000 2.1442550 -175.3115634
H: 0.24299 0.2500000 2.1442550 -175.3115634
H: 0.24399 0.2500000 2.1442550 -175.3115634
H: 0.24499 0.2357143 2.1511776 -175.3124020
H: 0.24599 0.2428571 2.1477106 -175.3119813
H: 0.24699 0.2428571 2.1477049 -175.3119799
H: 0.24799 0.2285714 2.1547074 -175.3128380
H: 0.24899 0.2142857 2.1617671 -175.3137102
H: 0.24999 0.2357143 2.1511604 -175.3123977
H: 0.25099 0.2500000 2.1440550 -175.3115142
H: 0.25199 0.2214286 2.1583001 -175.3132897
H: 0.25299 0.2214286 2.1583173 -175.3132940
H: 0.25399 0.2142857 2.1619043 -175.3137443
H: 0.25499 0.2214286 2.1582916 -175.3132875
H: 0.25599 0.2071429 2.1655456 -175.3142084
H: 0.25699 0.2142857 2.1618986 -175.3137429
H: 0.25799 0.2142857 2.1619100 -175.3137458
H: 0.25899 0.2214286 2.1582401 -175.3132744
H: 0.25999 0.2142857 2.1619129 -175.3137465
H: 0.26099 0.1857143 2.1766837 -175.3156555
H: 0.26199 0.1928571 2.1729882 -175.3151776
H: 0.26299 0.2071429 2.1655456 -175.3142082
H: 0.26399 0.2142857 2.1617986 -175.3137168
H: 0.26499 0.2000000 2.1693040 -175.3147026
H: 0.26599 0.1857143 2.1768266 -175.3156929
H: 0.26699 0.1928571 2.1730596 -175.3151963
H: 0.26799 0.1928571 2.1730539 -175.3151947
H: 0.26899 0.1928571 2.1730481 -175.3151932
H: 0.26999 0.1857143 2.1768809 -175.3157073
H: 0.27099 0.1857143 2.1768694 -175.3157043
H: 0.27199 0.1785714 2.1807250 -175.3162246
