lvl_1  k2 k1 k0
H: -0.37101 -0.1857143 2.1414734 -175.3126520
H: -0.37001 -0.1642857 2.1574381 -175.3096785
H: -0.36901 -0.1642857 2.1574267 -175.3096827
H: -0.36801 -0.1714286 2.1521394 -175.3106612
H: -0.36701 -0.1785714 2.1468607 -175.3116364
H: -0.36601 -0.1857143 2.1415906 -175.3126085
H: -0.36501 -0.1857143 2.1416020 -175.3126043
H: -0.36401 -0.1785714 2.1468321 -175.3116469
H: -0.36301 -0.1714286 2.1520537 -175.3106927
H: -0.36201 -0.1928571 2.1364261 -175.3135419
H: -0.36101 -0.1928571 2.1364319 -175.3135398
H: -0.36001 -0.1928571 2.1364376 -175.3135377
H: -0.35901 -0.1857143 2.1415906 -175.3126084
H: -0.35801 -0.1857143 2.1416020 -175.3126043
H: -0.35701 -0.1928571 2.1364547 -175.3135316
H: -0.35601 -0.2071429 2.1262116 -175.3153677
H: -0.35501 -0.2000000 2.1313360 -175.3144486
H: -0.35401 -0.1928571 2.1364119 -175.3135469
H: -0.35301 -0.2071428 2.1262544 -175.3153524
H: -0.35201 -0.2142857 2.1212014 -175.3162460
H: -0.35101 -0.2000000 2.1312960 -175.3144628
H: -0.35001 -0.2000000 2.1312960 -175.3144628
H: -0.34901 -0.2142857 2.1212471 -175.3162299
H: -0.34801 -0.2214286 2.1162456 -175.3171055
H: -0.34701 -0.2142857 2.1212443 -175.3162309
H: -0.34601 -0.2142857 2.1212329 -175.3162349
H: -0.34501 -0.2214286 2.1162741 -175.3170955
H: -0.34401 -0.2285714 2.1113240 -175.3179531
H: -0.34301 -0.2214286 2.1162599 -175.3171004
H: -0.34201 -0.2285714 2.1113383 -175.3179482
H: -0.34101 -0.2357143 2.1064253 -175.3187930
H: -0.34001 -0.2357143 2.1064367 -175.3187891
H: -0.33901 -0.2285714 2.1113097 -175.3179580
H: -0.33801 -0.2214286 2.1161742 -175.3171298
H: -0.33701 -0.2428571 2.1016180 -175.3196017
H: -0.33601 -0.2428571 2.1016237 -175.3195998
H: -0.33501 -0.2571429 2.0919806 -175.3212271
H: -0.33401 -0.2428571 2.1015951 -175.3196094
H: -0.33301 -0.2571429 2.0920091 -175.3212175
H: -0.33201 -0.2428571 2.1015666 -175.3196190
H: -0.33101 -0.2571429 2.0920377 -175.3212080
H: -0.33001 -0.2571428 2.0920320 -175.3212099
H: -0.32901 -0.2642857 2.0873076 -175.3219911
H: -0.32801 -0.2500000 2.0967450 -175.3204324
H: -0.32701 -0.2642857 2.0873247 -175.3219854
H: -0.32601 -0.2857143 2.0732457 -175.3242979
H: -0.32501 -0.2857143 2.0732571 -175.3242942
H: -0.32401 -0.2642857 2.0872504 -175.3220097
H: -0.32301 -0.2642857 2.0872390 -175.3220134
H: -0.32201 -0.2857143 2.0733314 -175.3242700
H: -0.32101 -0.2857143 2.0733429 -175.3242663
H: -0.32001 -0.2928572 2.0687241 -175.3250129
H: -0.31901 -0.2928572 2.0687298 -175.3250111
H: -0.31801 -0.2928571 2.0687356 -175.3250093
H: -0.31701 -0.2857143 2.0732886 -175.3242837
H: -0.31601 -0.3142857 2.0550880 -175.3271822
H: -0.31501 -0.3071428 2.0596353 -175.3264585
H: -0.31401 -0.3071429 2.0596296 -175.3264603
H: -0.31301 -0.3071428 2.0596239 -175.3264621
H: -0.31201 -0.3142857 2.0551423 -175.3271651
H: -0.31101 -0.3142857 2.0551309 -175.3271687
H: -0.31001 -0.3357143 2.0417376 -175.3292614
H: -0.30901 -0.3357143 2.0417490 -175.3292578
H: -0.30801 -0.3285714 2.0461791 -175.3285709
H: -0.30701 -0.3214286 2.0506007 -175.3278867
H: -0.30601 -0.3285714 2.0461934 -175.3285665
H: -0.30501 -0.3500000 2.0330030 -175.3305963
H: -0.30401 -0.3571429 2.0286414 -175.3312621
H: -0.30301 -0.3428571 2.0373703 -175.3299288
H: -0.30201 -0.3500000 2.0330030 -175.3305963
H: -0.30101 -0.3714286 2.0200069 -175.3325668
H: -0.30001 -0.3642857 2.0243341 -175.3319114
H: -0.29901 -0.3500000 2.0329430 -175.3306145
H: -0.29801 -0.3785714 2.0157596 -175.3331981
H: -0.29701 -0.3785714 2.0157767 -175.3331929
H: -0.29601 -0.3857143 2.0115066 -175.3338311
H: -0.29501 -0.3785714 2.0157510 -175.3332006
H: -0.29401 -0.3928572 2.0072907 -175.3344532
H: -0.29301 -0.4000000 2.0030520 -175.3350820
H: -0.29201 -0.4071429 1.9988619 -175.3356965
H: -0.29101 -0.3928571 2.0072479 -175.3344658
H: -0.29001 -0.4000000 2.0030520 -175.3350819
H: -0.28901 -0.4357143 1.9822356 -175.3381152
H: -0.28801 -0.4214286 1.9905530 -175.3369046
H: -0.28701 -0.4214286 1.9905359 -175.3369095
H: -0.28601 -0.4285714 1.9864143 -175.3375041
H: -0.28501 -0.4428571 1.9782111 -175.3386817
H: -0.28401 -0.4357143 1.9822927 -175.3380986
H: -0.28301 -0.4500000 1.9741410 -175.3392615
H: -0.28201 -0.4642857 1.9660064 -175.3404194
H: -0.28101 -0.4571429 1.9700680 -175.3398421
H: -0.28001 -0.4714286 1.9619849 -175.3409855
H: -0.27901 -0.4642857 1.9660121 -175.3404178
H: -0.27801 -0.4857143 1.9539903 -175.3421039
H: -0.27701 -0.4785714 1.9579776 -175.3415475
H: -0.27601 -0.4928571 1.9500316 -175.3426524
H: -0.27501 -0.4857143 1.9539846 -175.3421055
H: -0.27401 -0.5142857 1.9381840 -175.3442900
H: -0.27301 -0.5214286 1.9342539 -175.3448306
H: -0.27201 -0.5142857 1.9381811 -175.3442907
H: -0.27101 -0.5142857 1.9381697 -175.3442939
H: -0.27001 -0.5357143 1.9264907 -175.3458852
H: -0.26901 -0.5500000 1.9187390 -175.3469367
H: -0.26801 -0.5500000 1.9187390 -175.3469367
H: -0.26701 -0.5500000 1.9187390 -175.3469367
H: -0.26601 -0.5500000 1.9187390 -175.3469367
H: -0.26501 -0.5642857 1.9110901 -175.3479605
H: -0.26401 -0.5857143 1.8996683 -175.3494825
H: -0.26301 -0.6000000 1.8920880 -175.3504881
H: -0.26201 -0.5857143 1.8996511 -175.3494871
H: -0.26101 -0.5928571 1.8958753 -175.3499861
H: -0.26001 -0.6214286 1.8808690 -175.3519564
H: -0.25901 -0.6357143 1.8734144 -175.3529289
H: -0.25801 -0.6142857 1.8845791 -175.3514747
H: -0.25701 -0.6285714 1.8771474 -175.3524412
H: -0.25601 -0.6571429 1.8623811 -175.3543490
H: -0.25501 -0.6642857 1.8587139 -175.3548197
H: -0.25401 -0.6500000 1.8660370 -175.3538812
H: -0.25301 -0.6642857 1.8587310 -175.3548153
H: -0.25201 -0.7000000 1.8405460 -175.3571302
H: -0.25101 -0.7071429 1.8369416 -175.3575849
H: -0.25001 -0.6928571 1.8441561 -175.3566740
H: -0.24901 -0.7000000 1.8405460 -175.3571301
H: -0.24801 -0.7357143 1.8226581 -175.3593699
H: -0.24701 -0.7500000 1.8155350 -175.3602578
H: -0.24601 -0.7500000 1.8155350 -175.3602578
H: -0.24501 -0.7500000 1.8155350 -175.3602578
H: -0.24401 -0.7785714 1.8014373 -175.3619968
H: -0.24301 -0.7928572 1.7944341 -175.3628551
H: -0.24201 -0.7928571 1.7944399 -175.3628537
H: -0.24101 -0.7857143 1.7979071 -175.3624329
H: -0.24001 -0.8142857 1.7840494 -175.3641132
H: -0.23901 -0.8357143 1.7736990 -175.3653631
H: -0.23801 -0.8642857 1.7599556 -175.3670157
H: -0.23701 -0.8571429 1.7633886 -175.3666033
H: -0.23601 -0.8714286 1.7565626 -175.3674187
H: -0.23501 -0.8785714 1.7531696 -175.3678216
H: -0.23401 -0.8928571 1.7464236 -175.3686180
H: -0.23301 -0.9142857 1.7363074 -175.3698119
H: -0.23201 -0.9428571 1.7229240 -175.3713791
H: -0.23101 -0.9428571 1.7229297 -175.3713778
H: -0.23001 -0.9500000 1.7195910 -175.3717679
H: -0.22901 -0.9714286 1.7096806 -175.3729137
H: -0.22801 -0.9928571 1.6997959 -175.3740536
H: -0.22701 -1.0071429 1.6932384 -175.3748061
H: -0.22601 -1.0142857 1.6899854 -175.3751765
H: -0.22501 -1.0285714 1.6834680 -175.3759198
H: -0.22401 -1.0714286 1.6640529 -175.3781186
H: -0.22301 -1.0857143 1.6576269 -175.3788412
H: -0.22201 -1.0785714 1.6608284 -175.3784825
H: -0.22101 -1.1000000 1.6512380 -175.3795555
H: -0.22001 -1.1357143 1.6353501 -175.3813224
H: -0.21901 -1.1500000 1.6290270 -175.3820221
H: -0.21801 -1.1642857 1.6227210 -175.3827180
H: -0.21701 -1.2000000 1.6070360 -175.3844401
H: -0.21601 -1.2071429 1.6039316 -175.3847774
H: -0.21501 -1.2214286 1.5977056 -175.3854557
H: -0.21401 -1.2428571 1.5884209 -175.3864614
H: -0.21301 -1.2785714 1.5730387 -175.3881177
H: -0.21201 -1.2857143 1.5699686 -175.3884476
H: -0.21101 -1.3285714 1.5516620 -175.3904024
H: -0.21001 -1.3428571 1.5456017 -175.3910451
H: -0.20901 -1.3571429 1.5395586 -175.3916842
H: -0.20801 -1.3714286 1.5335326 -175.3923197
H: -0.20701 -1.4142857 1.5155803 -175.3941996
H: -0.20601 -1.4500000 1.5006810 -175.3957535
H: -0.20501 -1.4714286 1.4917991 -175.3966738
H: -0.20401 -1.4785714 1.4888490 -175.3969785
H: -0.20301 -1.5142857 1.4741526 -175.3984903
H: -0.20201 -1.5571429 1.4566346 -175.4002804
H: -0.20101 -1.5642857 1.4537387 -175.4005739
H: -0.20001 -1.5928571 1.4421439 -175.4017502
H: -0.19901 -1.6428571 1.4219986 -175.4037793
H: -0.19801 -1.6642857 1.4134224 -175.4046374
H: -0.19701 -1.6785714 1.4077050 -175.4052094
H: -0.19601 -1.7214286 1.3906899 -175.4068982
H: -0.19501 -1.7642857 1.3737661 -175.4085689
H: -0.19401 -1.8000000 1.3597240 -175.4099491
H: -0.19301 -1.8357143 1.3457647 -175.4113131
H: -0.19201 -1.8500000 1.3402130 -175.4118525
H: -0.19101 -1.8928571 1.3236093 -175.4134606
H: -0.19001 -1.9285714 1.3098700 -175.4147819
H: -0.18901 -1.9714286 1.2934549 -175.4163537
H: -0.18801 -2.0071429 1.2798356 -175.4176521
H: -0.18701 -2.0500000 1.2636090 -175.4191880
H: -0.18601 -2.0928571 1.2474339 -175.4207141
H: -0.18501 -2.1285714 1.2340517 -175.4219677
H: -0.18401 -2.1714286 1.2180651 -175.4234584
H: -0.18301 -2.2071429 1.2048030 -175.4246896
H: -0.18201 -2.2642857 1.1837276 -175.4266328
H: -0.18101 -2.3000000 1.1706140 -175.4278365
H: -0.18001 -2.3500000 1.1523630 -175.4295020
H: -0.17901 -2.4000000 1.1342120 -175.4311492
H: -0.17801 -2.4500000 1.1161610 -175.4327783
H: -0.17701 -2.5000000 1.0982100 -175.4343895
H: -0.17601 -2.5500000 1.0803590 -175.4359827
H: -0.17501 -2.6000000 1.0626080 -175.4375582
H: -0.17401 -2.6642857 1.0399081 -175.4395620
H: -0.17301 -2.7071429 1.0248759 -175.4408801
H: -0.17201 -2.7714286 1.0024274 -175.4428397
H: -0.17101 -2.8142857 0.9875609 -175.4441290
H: -0.17001 -2.8857143 0.9629166 -175.4462546
H: -0.16901 -2.9428571 0.9433040 -175.4479374
H: -0.16801 -3.0285714 0.9140851 -175.4504274
H: -0.16701 -3.0714286 0.8995557 -175.4516588
H: -0.16601 -3.1285714 0.8802974 -175.4532813
H: -0.16501 -3.2000000 0.8563560 -175.4552874
H: -0.16401 -3.2857143 0.8278171 -175.4576628
H: -0.16301 -3.3500000 0.8065430 -175.4594228
H: -0.16201 -3.4142857 0.7853860 -175.4611635
H: -0.16101 -3.5000000 0.7573500 -175.4634560
H: -0.16001 -3.5714286 0.7341457 -175.4653404
H: -0.15901 -3.6428571 0.7110671 -175.4672045
H: -0.15801 -3.7357143 0.6812467 -175.4695986
H: -0.15701 -3.8214286 0.6539193 -175.4717766
H: -0.15601 -3.8928571 0.6312693 -175.4735721
H: -0.15501 -3.9714286 0.6065120 -175.4755223
H: -0.15401 -4.0785714 0.5729741 -175.4781466
H: -0.15301 -4.1714286 0.5440937 -175.4803921
H: -0.15201 -4.2642857 0.5154047 -175.4826080
H: -0.15101 -4.3500000 0.4890830 -175.4846286
H: -0.15001 -4.4500000 0.4585810 -175.4869545
H: -0.14901 -4.5500000 0.4282790 -175.4892499
H: -0.14801 -4.6500000 0.3981770 -175.4915151
H: -0.14701 -4.7642857 0.3639976 -175.4940705
H: -0.14601 -4.8714286 0.3321797 -175.4964326
H: -0.14501 -4.9928571 0.2963501 -175.4990755
H: -0.14401 -5.0928572 0.2670539 -175.5012211
H: -0.14301 -5.2071429 0.2337944 -175.5036408
H: -0.14201 -5.3357143 0.1966176 -175.5063281
H: -0.14101 -5.4714286 0.1576820 -175.5091205
H: -0.14001 -5.5785714 0.1271441 -175.5112964
H: -0.13901 -5.7000000 0.0927660 -175.5137295
H: -0.13801 -5.8500000 0.0506130 -175.5166908
H: -0.13701 -5.9857143 0.0127517 -175.5193313
H: -0.13601 -6.1142857 -0.0228651 -175.5217978
H: -0.13501 -6.2500000 -0.0601950 -175.5243646
H: -0.13401 -6.4000000 -0.1011480 -175.5271597
H: -0.13301 -6.5642857 -0.1456784 -175.5301771
H: -0.13201 -6.7071428 -0.1840984 -175.5327601
H: -0.13101 -6.8428571 -0.2203369 -175.5351791
H: -0.13001 -7.0142857 -0.2657917 -175.5381920
H: -0.12901 -7.1928571 -0.3127424 -175.5412780
H: -0.12801 -7.3428571 -0.3518897 -175.5438320
H: -0.12701 -7.5000000 -0.3926100 -175.5464698
H: -0.12601 -7.6714286 -0.4366591 -175.5492992
H: -0.12501 -7.8571429 -0.4840314 -175.5523200
H: -0.12401 -8.0428571 -0.5310209 -175.5552921
H: -0.12301 -8.2285714 -0.5776274 -175.5582160
H: -0.12201 -8.4142857 -0.6238911 -175.5610970
H: -0.12101 -8.5928571 -0.6679847 -175.5638188
H: -0.12001 -8.7857143 -0.7152500 -175.5667145
H: -0.11901 -8.9785714 -0.7621239 -175.5695625
H: -0.11801 -9.1928571 -0.8137596 -175.5726729
H: -0.11701 -9.3857143 -0.8598677 -175.5754285
H: -0.11601 -9.6000000 -0.9106520 -175.5784372
H: -0.11501 -9.8000000 -0.9576560 -175.5811987
H: -0.11401 -10.0000000 -1.0042600 -175.5839134
H: -0.11301 -10.2285714 -1.0570760 -175.5869642
H: -0.11201 -10.4428571 -1.1061403 -175.5897725
H: -0.11101 -10.6714286 -1.1580363 -175.5927179
H: -0.11001 -10.8928571 -1.2078679 -175.5955213
H: -0.10901 -11.1142857 -1.2572337 -175.5982725
H: -0.10801 -11.3285714 -1.3046123 -175.6008911
H: -0.10701 -11.5714286 -1.3578029 -175.6038033
H: -0.10601 -11.8000000 -1.4073960 -175.6064932
H: -0.10501 -12.0285714 -1.4565549 -175.6091361
H: -0.10401 -12.2571429 -1.5052394 -175.6117282
H: -0.10301 -12.4928571 -1.5549799 -175.6143520
H: -0.10201 -12.7071428 -1.5997699 -175.6166923
H: -0.10101 -12.9571429 -1.6515306 -175.6193712
H: -0.10001 -13.1928571 -1.6998567 -175.6218479
H: -0.09901 -13.4285714 -1.7477000 -175.6242754
H: -0.09801 -13.6500000 -1.7922230 -175.6265132
H: -0.09701 -13.8714286 -1.8362803 -175.6287045
H: -0.09601 -14.1071429 -1.8827321 -175.6309928
H: -0.09501 -14.3285714 -1.9259094 -175.6330974
H: -0.09401 -14.5571429 -1.9700226 -175.6352256
H: -0.09301 -14.7571429 -2.0082323 -175.6370503
H: -0.09201 -14.9928571 -2.0527870 -175.6391555
H: -0.09101 -15.2071428 -2.0928627 -175.6410290
H: -0.09001 -15.4000000 -2.1285280 -175.6426777
H: -0.08901 -15.5928571 -2.1638419 -175.6442941
H: -0.08801 -15.7928571 -2.2000401 -175.6459318
H: -0.08701 -15.9785714 -2.2332753 -175.6474185
H: -0.08601 -16.1642857 -2.2661676 -175.6488747
H: -0.08501 -16.3428571 -2.2974040 -175.6502405
H: -0.08401 -16.5071429 -2.3258287 -175.6514699
H: -0.08301 -16.6571429 -2.3514874 -175.6525670
H: -0.08201 -16.8142857 -2.3780363 -175.6536882
H: -0.08101 -16.9500000 -2.4007090 -175.6546350
H: -0.08001 -17.0857143 -2.4230989 -175.6555583
H: -0.07901 -17.2000000 -2.4417240 -175.6563170
H: -0.07801 -17.3142857 -2.4601320 -175.6570581
H: -0.07701 -17.4071429 -2.4748867 -175.6576441
H: -0.07601 -17.4928571 -2.4883456 -175.6581724
H: -0.07501 -17.5714286 -2.5005314 -175.6586448
H: -0.07401 -17.6500000 -2.5125430 -175.6591038
H: -0.07301 -17.6857143 -2.5179309 -175.6593069
H: -0.07201 -17.7285714 -2.5243231 -175.6595452
H: -0.07101 -17.7571428 -2.5285180 -175.6596992
H: -0.07001 -17.7928571 -2.5336973 -175.6598869
H: -0.06901 -17.7785714 -2.5316427 -175.6598131
H: -0.06801 -17.7714286 -2.5306354 -175.6597776
H: -0.06701 -17.7428571 -2.5266691 -175.6596399
H: -0.06601 -17.7285714 -2.5247003 -175.6595721
H: -0.06501 -17.6714286 -2.5169849 -175.6593117
H: -0.06401 -17.6142857 -2.5093780 -175.6590587
H: -0.06301 -17.5357143 -2.4990836 -175.6587215
H: -0.06201 -17.4642857 -2.4898679 -175.6584244
H: -0.06101 -17.3857143 -2.4798877 -175.6581075
H: -0.06001 -17.2714286 -2.4655826 -175.6576600
H: -0.05901 -17.1571429 -2.4515346 -175.6572284
H: -0.05801 -17.0285714 -2.4359691 -175.6567575
H: -0.05701 -16.9071429 -2.4215110 -175.6563272
H: -0.05601 -16.7571429 -2.4039637 -175.6558142
H: -0.05501 -16.6000000 -2.3858720 -175.6552936
H: -0.05401 -16.4285714 -2.3665086 -175.6547470
H: -0.05301 -16.2857143 -2.3506543 -175.6543073
H: -0.05201 -16.1071429 -2.3311636 -175.6537756
H: -0.05101 -15.9071428 -2.3097653 -175.6532035
H: -0.05001 -15.7071429 -2.2887670 -175.6526525
H: -0.04901 -15.5285714 -2.2703649 -175.6521786
H: -0.04801 -15.3214286 -2.2494393 -175.6516504
H: -0.04701 -15.1285714 -2.2303426 -175.6511778
H: -0.04601 -14.9071429 -2.2088539 -175.6506567
H: -0.04501 -14.6928571 -2.1884924 -175.6501733
H: -0.04401 -14.4571429 -2.1665663 -175.6496636
H: -0.04301 -14.2428571 -2.1470620 -175.6492200
H: -0.04201 -14.0214286 -2.1273561 -175.6487818
H: -0.04101 -13.8000000 -2.1080760 -175.6483624
H: -0.04001 -13.5500000 -2.0868210 -175.6479109
H: -0.03901 -13.3285714 -2.0684494 -175.6475300
H: -0.03801 -13.1071428 -2.0505036 -175.6471667
H: -0.03701 -12.8785714 -2.0324361 -175.6468099
H: -0.03601 -12.6357143 -2.0137370 -175.6464502
H: -0.03501 -12.4000000 -1.9960480 -175.6461186
H: -0.03401 -12.1642857 -1.9788419 -175.6458048
H: -0.03301 -11.9357143 -1.9626087 -175.6455168
H: -0.03201 -11.7142857 -1.9473257 -175.6452534
H: -0.03101 -11.4857143 -1.9320069 -175.6449969
H: -0.03001 -11.2500000 -1.9166750 -175.6447479
H: -0.02901 -11.0142857 -1.9018260 -175.6445143
H: -0.02801 -10.8000000 -1.8887560 -175.6443152
H: -0.02701 -10.6000000 -1.8769520 -175.6441412
H: -0.02601 -10.3714286 -1.8639074 -175.6439554
H: -0.02501 -10.1428571 -1.8513371 -175.6437828
H: -0.02401 -9.9214286 -1.8396027 -175.6436275
H: -0.02301 -9.7285714 -1.8297631 -175.6435022
H: -0.02201 -9.5071429 -1.8189030 -175.6433693
H: -0.02101 -9.3071428 -1.8095047 -175.6432591
H: -0.02001 -9.1071429 -1.8005064 -175.6431581
H: -0.01901 -8.9285714 -1.7928186 -175.6430756
H: -0.01801 -8.7214286 -1.7843216 -175.6429886
H: -0.01701 -8.5142857 -1.7762331 -175.6429099
H: -0.01601 -8.3285714 -1.7693751 -175.6428468
H: -0.01501 -8.1428571 -1.7628600 -175.6427898
H: -0.01401 -7.9714286 -1.7572051 -175.6427434
H: -0.01301 -7.7928571 -1.7516716 -175.6427007
H: -0.01201 -7.6285714 -1.7468926 -175.6426661
H: -0.01101 -7.4500000 -1.7420790 -175.6426339
H: -0.01001 -7.2714286 -1.7375997 -175.6426060
H: -0.00901 -7.1071429 -1.7338293 -175.6425845
H: -0.00801 -6.9571429 -1.7306820 -175.6425681
H: -0.00701 -6.8142857 -1.7279534 -175.6425553
H: -0.00601 -6.6500000 -1.7251630 -175.6425436
H: -0.00501 -6.4857143 -1.7226897 -175.6425345
H: -0.00401 -6.3428571 -1.7208411 -175.6425286
H: -0.00301 -6.2071429 -1.7193456 -175.6425246
H: -0.00201 -6.0642857 -1.7180456 -175.6425218
H: -0.00101 -5.9142857 -1.7170040 -175.6425202
H: -1e-05 -5.8000000 -1.7164360 -175.6425196
H: 0.00099 -5.6714286 -1.7160363 -175.6425194
H: 0.00199 -5.5285714 -1.7158906 -175.6425195
H: 0.00299 -5.4000000 -1.7160280 -175.6425196
H: 0.00399 -5.3000000 -1.7163260 -175.6425195
H: 0.00499 -5.1714286 -1.7169549 -175.6425189
H: 0.00599 -5.0571429 -1.7177640 -175.6425176
H: 0.00699 -4.9285714 -1.7189129 -175.6425151
H: 0.00799 -4.8357143 -1.7199381 -175.6425124
H: 0.00899 -4.7285714 -1.7213346 -175.6425080
H: 0.00999 -4.6142857 -1.7230237 -175.6425019
H: 0.01099 -4.5071429 -1.7248716 -175.6424940
H: 0.01199 -4.4142857 -1.7266226 -175.6424858
H: 0.01299 -4.3214286 -1.7285650 -175.6424758
H: 0.01399 -4.2214286 -1.7308801 -175.6424625
H: 0.01499 -4.1357143 -1.7330041 -175.6424494
H: 0.01599 -4.0428571 -1.7355209 -175.6424325
H: 0.01699 -3.9571429 -1.7380049 -175.6424146
H: 0.01799 -3.8642857 -1.7408701 -175.6423926
H: 0.01899 -3.7642857 -1.7441796 -175.6423653
H: 0.01999 -3.7000000 -1.7464340 -175.6423456
H: 0.02099 -3.6214286 -1.7493281 -175.6423190
H: 0.02199 -3.5428571 -1.7523966 -175.6422891
H: 0.02299 -3.4714286 -1.7553294 -175.6422591
H: 0.02399 -3.4000000 -1.7583880 -175.6422264
H: 0.02499 -3.3142857 -1.7622491 -175.6421831
H: 0.02599 -3.2500000 -1.7652750 -175.6421475
H: 0.02699 -3.1857143 -1.7684180 -175.6421092
H: 0.02799 -3.1142857 -1.7720594 -175.6420628
H: 0.02899 -3.0357143 -1.7762221 -175.6420078
H: 0.02999 -2.9785714 -1.7793696 -175.6419645
H: 0.03099 -2.9357143 -1.7818173 -175.6419296
H: 0.03199 -2.8714286 -1.7855917 -175.6418743
H: 0.03299 -2.7928571 -1.7903887 -175.6418011
H: 0.03399 -2.7357143 -1.7939990 -175.6417442
H: 0.03499 -2.7000000 -1.7963140 -175.6417067
H: 0.03599 -2.6500000 -1.7996630 -175.6416507
H: 0.03699 -2.5857143 -1.8040917 -175.6415744
H: 0.03799 -2.5142857 -1.8091617 -175.6414846
H: 0.03899 -2.4642857 -1.8128221 -175.6414176
H: 0.03999 -2.4357143 -1.8149644 -175.6413775
H: 0.04099 -2.4000000 -1.8177080 -175.6413248
H: 0.04199 -2.3357143 -1.8227796 -175.6412249
H: 0.04299 -2.2785714 -1.8274127 -175.6411310
H: 0.04399 -2.2357143 -1.8309747 -175.6410571
H: 0.04499 -2.2000000 -1.8340040 -175.6409929
H: 0.04599 -2.1500000 -1.8383530 -175.6408983
H: 0.04699 -2.1142857 -1.8415366 -175.6408274
H: 0.04799 -2.0714286 -1.8454300 -175.6407391
H: 0.04899 -2.0428571 -1.8480923 -175.6406771
H: 0.04999 -1.9928571 -1.8528356 -175.6405646
H: 0.05099 -1.9571428 -1.8562991 -175.6404807
H: 0.05199 -1.9071429 -1.8612539 -175.6403580
H: 0.05299 -1.8928571 -1.8626964 -175.6403216
H: 0.05399 -1.8428572 -1.8678397 -175.6401894
H: 0.05499 -1.8071429 -1.8715890 -175.6400910
H: 0.05599 -1.7714286 -1.8754211 -175.6399883
H: 0.05699 -1.7642857 -1.8761939 -175.6399674
H: 0.05799 -1.7214286 -1.8809444 -175.6398358
H: 0.05899 -1.6785714 -1.8857864 -175.6396990
H: 0.05999 -1.6357143 -1.8907199 -175.6395571
H: 0.06099 -1.6142857 -1.8932266 -175.6394838
H: 0.06199 -1.6000000 -1.8949320 -175.6394329
H: 0.06299 -1.5714286 -1.8983771 -175.6393291
H: 0.06399 -1.5285714 -1.9036477 -175.6391671
H: 0.06499 -1.5000000 -1.9072300 -175.6390549
H: 0.06599 -1.4714286 -1.9108466 -175.6389405
H: 0.06699 -1.4571429 -1.9127006 -175.6388803
H: 0.06799 -1.4285714 -1.9164371 -175.6387582
H: 0.06899 -1.4071429 -1.9192810 -175.6386639
H: 0.06999 -1.3714286 -1.9241131 -175.6385004
H: 0.07099 -1.3642857 -1.9250859 -175.6384673
H: 0.07199 -1.3357143 -1.9290567 -175.6383294
H: 0.07299 -1.3000000 -1.9340860 -175.6381524
H: 0.07399 -1.2785714 -1.9371613 -175.6380421
H: 0.07499 -1.2714286 -1.9381969 -175.6380045
H: 0.07599 -1.2500000 -1.9413350 -175.6378897
H: 0.07699 -1.2142857 -1.9466614 -175.6376911
H: 0.07799 -1.1857143 -1.9509751 -175.6375283
H: 0.07899 -1.1785714 -1.9520736 -175.6374861
H: 0.07999 -1.1714286 -1.9531806 -175.6374432
H: 0.08099 -1.1500000 -1.9565330 -175.6373121
H: 0.08199 -1.1142857 -1.9622166 -175.6370860
H: 0.08299 -1.1000000 -1.9645220 -175.6369930
H: 0.08399 -1.0857143 -1.9668446 -175.6368987
H: 0.08499 -1.0642857 -1.9703799 -175.6367529
H: 0.08599 -1.0500000 -1.9727710 -175.6366528
H: 0.08699 -1.0357143 -1.9751793 -175.6365513
H: 0.08799 -1.0142857 -1.9788431 -175.6363948
H: 0.08899 -1.0000000 -1.9813200 -175.6362874
H: 0.08999 -0.9857143 -1.9838140 -175.6361786
H: 0.09099 -0.9642857 -1.9876064 -175.6360108
H: 0.09199 -0.9500000 -1.9901690 -175.6358959
H: 0.09299 -0.9357143 -1.9927487 -175.6357795
H: 0.09399 -0.9285714 -1.9940614 -175.6357192
H: 0.09499 -0.9071429 -1.9980196 -175.6355364
H: 0.09599 -0.8928571 -2.0006907 -175.6354115
H: 0.09699 -0.8714286 -2.0047460 -175.6352197
H: 0.09799 -0.8785714 -2.0033819 -175.6352848
H: 0.09899 -0.8571429 -2.0075114 -175.6350859
H: 0.09999 -0.8428572 -2.0102969 -175.6349501
H: 0.10099 -0.8214286 -2.0145236 -175.6347417
H: 0.10199 -0.8142857 -2.0159391 -175.6346716
H: 0.10299 -0.7857143 -2.0216814 -175.6343831
H: 0.10399 -0.7928571 -2.0202430 -175.6344555
H: 0.10499 -0.7928571 -2.0202373 -175.6344561
H: 0.10599 -0.7785714 -2.0231827 -175.6343043
H: 0.10699 -0.7357143 -2.0321447 -175.6338358
H: 0.10799 -0.7428571 -2.0306491 -175.6339141
H: 0.10899 -0.7428571 -2.0306434 -175.6339147
H: 0.10999 -0.7285714 -2.0337031 -175.6337509
H: 0.11099 -0.7000000 -2.0399140 -175.6334134
H: 0.11199 -0.7000000 -2.0399140 -175.6334134
H: 0.11299 -0.7000000 -2.0399140 -175.6334134
H: 0.11399 -0.6857143 -2.0430937 -175.6332365
H: 0.11499 -0.6642857 -2.0479147 -175.6329653
H: 0.11599 -0.6500000 -2.0511630 -175.6327807
H: 0.11699 -0.6500000 -2.0511630 -175.6327807
